,DATE,OPEN,HIGH,LOW,CLOSE,SYMBOL
319,2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,IBM
320,2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,IBM
321,2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,IBM
322,2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,IBM
323,2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,IBM
324,2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,IBM
325,2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,IBM
326,2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,IBM
327,2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,IBM
328,2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,IBM
329,2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,IBM
330,2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,IBM
331,2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,IBM
332,2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,IBM
333,2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,IBM
334,2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,IBM
335,2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,IBM
336,2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,IBM
337,2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,IBM
338,2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,IBM
339,2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,IBM
340,2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,IBM
341,2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,IBM
342,2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,IBM
343,2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,IBM
344,2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,IBM
345,2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,IBM
346,2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,IBM
347,2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,IBM
348,2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,IBM
349,2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,IBM
350,2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,IBM
351,2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,IBM
352,2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,IBM
353,2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,IBM
354,2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,IBM
355,2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,IBM
356,2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,IBM
357,2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,IBM
358,2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,IBM
359,2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,IBM
360,2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,IBM
361,2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,IBM
362,2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,IBM
363,2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,IBM
364,2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,IBM
365,2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,IBM
366,2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,IBM
367,2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,IBM
368,2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,IBM
369,2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,IBM
370,2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,IBM
371,2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,IBM
372,2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,IBM
373,2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,IBM
374,2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,IBM
375,2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,IBM
376,2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,IBM
377,2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,IBM
378,2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,IBM
379,2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,IBM
380,2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,IBM
381,2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,IBM
382,2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,IBM
383,2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,IBM
384,2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,IBM
385,2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,IBM
386,2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,IBM
387,2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,IBM
388,2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,IBM
389,2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,IBM
390,2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,IBM
391,2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,IBM
392,2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,IBM
393,2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,IBM
394,2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,IBM
395,2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,IBM
396,2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,IBM
397,2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,IBM
398,2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,IBM
399,2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,IBM
400,2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,IBM
401,2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,IBM
402,2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,IBM
403,2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,IBM
404,2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,IBM
405,2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,IBM
406,2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,IBM
407,2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,IBM
408,2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,IBM
409,2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,IBM
410,2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,IBM
411,2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,IBM
412,2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,IBM
413,2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,IBM
414,2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,IBM
415,2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,IBM
416,2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,IBM
417,2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,IBM
418,2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,IBM
419,2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,IBM
420,2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,IBM
421,2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,IBM
422,2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,IBM
423,2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,IBM
424,2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,IBM
425,2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,IBM
426,2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,IBM
427,2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,IBM
428,2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,IBM
429,2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,IBM
430,2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,IBM
431,2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,IBM
432,2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,IBM
433,2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,IBM
434,2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,IBM
435,2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,IBM
436,2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,IBM
437,2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,IBM
438,2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,IBM
439,2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,IBM
440,2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,IBM
441,2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,IBM
442,2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,IBM
443,2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,IBM
444,2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,IBM
445,2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,IBM
446,2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,IBM
447,2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,IBM
448,2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,IBM
449,2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,IBM
450,2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,IBM
451,2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,IBM
452,2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,IBM
453,2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,IBM
454,2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,IBM
455,2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,IBM
456,2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,IBM
457,2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,IBM
458,2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,IBM
459,2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,IBM
460,2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,IBM
461,2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,IBM
462,2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,IBM
463,2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,IBM
464,2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,IBM
465,2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,IBM
466,2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,IBM
467,2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,IBM
468,2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,IBM
469,2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,IBM
470,2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,IBM
471,2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,IBM
472,2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,150.0,IBM
473,2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,151.0,IBM
474,2021-11-17,151.0,155.0,150.99000549316406,153.49000549316406,IBM
475,2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,IBM
476,2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,IBM
477,2021-11-22,161.67999267578125,165.6999969482422,161.0,161.02000427246094,IBM
478,2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,IBM
479,2021-11-24,160.75,162.13999938964844,159.63999938964844,161.94000244140625,IBM
480,2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,IBM
481,2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,IBM
482,2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,IBM
483,2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,IBM
484,2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,IBM
485,2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,IBM
486,2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,IBM
487,2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,IBM
488,2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,IBM
489,2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,IBM
490,2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,IBM
491,2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,IBM
492,2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,IBM
493,2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,IBM
494,2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,IBM
495,2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,IBM
496,2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,IBM
497,2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,IBM
498,2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,IBM
499,2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,IBM
500,2021-12-27,177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,IBM
501,2021-12-28,180.16000366210938,181.3300018310547,178.52999877929688,179.2899932861328,IBM
502,2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,IBM
503,2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,IBM
504,2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,IBM
505,2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,IBM
